Column1,Column2,Column3,Column4,Column5
https://kr.indeed.com/viewjob?jk=220551aa57f5eed8,Technical Artist,Success Korea ?? ???,,"???? ?? [????] - Python, MEL ?? Max script ?? ???? ?? ?? ?? -PHOTOSHOP, MAYA ?? ???? ?? [????] -C# ?? Python ??? ?? ?? ? ??..."
https://kr.indeed.com/viewjob?jk=c4e7809eb035c7ee,?????,Success Korea ?? ???,,"??, ?????) ??? ?? - TDD ? ???? ??(Ruby, Python, Javascript) ??? ?? [????] ????(???... ? ???? ??(Ruby, Python, Javascript) ???..."
https://kr.indeed.com/viewjob?jk=6373005ce9ee17b0,cloud/saas??,Success Korea ??,,"??? ?? 3??? -Node.js(java-script), SpringBoot(Java), Django( Python) ?? ?? 1? ?? (?? 1? ??) -RDB(Oracle, MySQL, Postgres 1? ??..."
https://kr.indeed.com/viewjob?jk=1798869dfd2c3014,IP/MPLS ???,Success Korea ?? ???,,??? ? ? - C++ ? Python ? ?????? ???? ???... C ? 5 ? ??? ??? ??? ??? ? ? - C++ ? Python ? ?????? ???? ??? - Broadcom Switching...
https://kr.indeed.com/viewjob?jk=a758b91ea2f0dd2b,SW?? ???,Success Korea ?? ???,,"++, C # ? ??? ???? ??? - Javascript, Python, PHP, Ruby, Perl, Delphi? ??? ??? ? ??... ??? - Javascript, Python, PHP, Ruby, Perl..."
https://kr.indeed.com/viewjob?jk=18d4b759113240ca,??? ????? ??,Success Korea ?? ???,,"????? ?? ?? - ???? SQL ?? ?? - Java ? Python, Scala ????? ?? - ??? ???? ?? ?? ?? ?... SQL ?? ?? - Java ? Python, Scala ????? ??..."
https://kr.indeed.com/viewjob?jk=5620b1845a6fad85,Microsoft ????(Azure),Success Korea ?? ???,,"????] - AWS?? Serverless ?? ??? - Java, Python, Node.js? ??? ?? ?? ? ??? - System ?... ?? ??? - Java, Python, Node.js? ??? ?? ??..."
https://kr.indeed.com/viewjob?jk=311976c5906e5c25,?/???????[JAVA],Success Korea ?? ???,,"??? ? UI ?? ?? - SVN, RedMine ?? - Python ?? ?? ??? ?? - CRM ?? ???? ?? [????] ???... SVN, RedMine ?? - Python ?? ?? ??? ??..."
https://kr.indeed.com/viewjob?jk=a02e47c274d47675,Senior Data Scientist,MSD ??,,use of R or Python to design and develop... some scripting languages like R or Python Collaborative: demonstrated experience...
https://kr.indeed.com/viewjob?jk=7af6301dc691d3ab,Data Scientist,Toss ?? ???,,"?? ?? 5? ?? ??? ? - ?? ??? ???? ??? ???? ?? ??? ??? ? - R, Python, Scala, SQL ? ??? ??? ??? ??? ? ?? ?? ??? ?? ??? ???? ? #..."
https://kr.indeed.com/viewjob?jk=f46fc1d52116909a,"[Legacy Versum] QA Engineer, ??",Merck KGaA ???,,"knowledge with Excel,SQL, JMP, SAS, Alteryx, Tableau, and Python are preferred •????? ? ???????? ???? ???? ?????. •???? ???..."
https://kr.indeed.com/viewjob?jk=c4146edac244e5a5,Data Scientist,????? ??,,"?? ??, ??? ???? ??? ??? ??/???? ?? ?? ? ????? ??? ???? ? ( Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark ?) ?? ?? ?????..."
https://kr.indeed.com/viewjob?jk=2695294aea6dc3b6,MongoDB Engineer ??,??? 4.2 ?? ???,,? ?? ? Linux/Network? ?? ?? ??? ?? ? ?? ?? C/C++ ?? Python ??? ??? ???? ??(????) ??? ?? ? MongoDB ??? ?? ??? ?? ? MongoDB...
https://kr.indeed.com/viewjob?jk=a746de9c7a6168ef,Healthcare Real World Data Analyst ???,IQVIA ??,,"HEOR ???? ?? ?? Qualifications Claims Data ?? ?? ??? SAS / Python / R ? ?? ????? ?? ?? ??? ??? ???, ?? ? Epidemiology ?? ??..."
https://kr.indeed.com/viewjob?jk=bcd2f0630e298aa3,???? ??? ?? ??? ??,??? ?? ???,,"???? ??? ?? ? ?? ?? ?? ?? - ?? ?? 5? ?? - ????? ?? ??? ( Python, Ansible ?) - ??? ?? ?? ??? ?? - ???? ?? ?? - ???/?? ???..."
https://kr.indeed.com/viewjob?jk=1dfcccd87594a1a8,Production Data Analyst,?????? ??,,??? ? ??? ??? Minimum Qualifications ??? SQL ?? ?? R ?? Python ?? ?? ?? ?? Preferred Qualifications ??? ?? ?? ?? ?? ????...
https://kr.indeed.com/viewjob?jk=a50fce6cc2cb57c9,???????? ???? ??? ? ????,??? ?? ????,,?? ??? ????? ???? Python?? ?? ? ?? ??? ??... Description - ??? ??? ??? ????? ???? Python?? ?? ? ?? ??? ?? - ??? ??? (??? ??...
https://kr.indeed.com/viewjob?jk=26d1cbdbfbca34d4,[????] ???? ??? ??? (Business Data Analy...,????? ?? ???,,?? ? - SQL?? ?? ??? ??? ??? ??? ???? ?? ? ??? ? ??? ? - R ?? Python? ???? ?? ? ?? ???? ???? ? - ??? ?? ??? ??? ????? ????? ??...
https://kr.indeed.com/viewjob?jk=3a3c48cd3026f062,[??????] ??? ??????(Data Scientist) ???...,????? ?? ???,,"?? ? - SQL ??? ??? ??? ???/?? ???? ? - Python, R ? ??/?? ??? ?? ??? ?? ???? ? ? ???... ??>????·AI(????)> Python|???·IT·??·???·??..."
https://kr.indeed.com/viewjob?jk=530a598184580c95,???? ???(VDI) ???? ??,??? 4.2 ?? ???,,"??? ?? ??? ???? ?? ??? ?? ???? ??? ???? ??? Powershell, Python, Shell ????? ??? ??? ?? ??? ??? ???? ??????, ??? ???? ???..."
https://kr.indeed.com/viewjob?jk=bee9e8796eb54164,Machine Learning ???? ??,??????? ?? ???,,"? ???? ???? ?? ? ??? ?? ?? ???? ?? ? ?? ? ? ?? : SQL[??], Python[??], Scala, R ? / ?? : scikit-learn, TensorFlow, PyTorch ?..."
https://kr.indeed.com/viewjob?jk=3a08c7089343733d,??? - ???,Nexon ?? ???,,? ?????? ?? - (??) ??? ?? ??? ????? ???? ?? ? - (??) R ?? Python? ??? ????? ?? - (??) SQL ?? ?? ?? - (??) ?? ? ??? ?? ??...
https://kr.indeed.com/viewjob?jk=d6c05c588971df5a,??? ??? ??? ???? (?? ???? ?? ??),??? ?? ????,,"?? - Linux??? ?shell???? ?? ?? ???? - Python, Java?? ??? ????? ?? ????? ??? ?? ???... ?? ?? ?? ???? - Python, Java?? ??? ????..."
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Back-end Engineer (Python),Soomgo ?? ???,,?? ??? ?? AWS ??? ?? • 5? ??? ?/? ??? ??? ??? ?? ??? ?? ? • Python ??? ??? ?? ??? ?? ? • ?? ???? ?? ????? ???? ????? ? • AWS...
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,?? ??? ??/??,??? 4.2 ?? ???,,"???? ?? ?? 3? ?? ??? ?? ??? ??? ????? ??? ??? ? ???? Python, C++, GPU ????? ??? TensorFlow, PyTorch, implicit ? ????/??..."
https://kr.indeed.com/viewjob?jk=4a65a5779d9c9e2a,"R&D Engineer, Sr I",Synopsys ??,,experience in its application Software programming skill in python and C++ is required. Inclusion and Diversity are important...
https://kr.indeed.com/viewjob?jk=6a399a2c059ebbb1,Solutions Engineer,Confluent ??,,Computer Science or relevant experience Proficiency in Java or Python with experience developing ETL applications What gives...
https://kr.indeed.com/viewjob?jk=1b06cec85f4b58e8,"Field Application Engineer, Korea",Arteris ????,,"Familiarity... ARM ecosystem (CPU, interfaces, fabrics) Python or Perl scripting Familiarity with cache coherency..."
https://kr.indeed.com/viewjob?jk=1b36811af42ae2f3,[????] ????? ???? ??? ?? ????,?????????? ?? ???,,????>????(AI)|???·IT·??·???·??>???????> Python|???·IT·??·???·??>???????>????(ML)|???... ??·???·??>??????> Python|???·IT·??·???·??...
https://kr.indeed.com/viewjob?jk=b53944942ed62ac1,?????? ????,????? ?? ??,,??·???·??>???????> Python|???·IT·??·???·??... ??????>??????|???·IT·??·???·??>??????> Python|???·IT·??·???·??>??????>JAVA|???·IT·??...
https://kr.indeed.com/viewjob?jk=a244522befae016a,Game AI Research ?? ??,????? 2.8 ?? ???,,"?? - ?? ?? ? ??/?? ?? ?? - ??? ??? ????? ??? ? ? ?? - C#, Python, Java ?? ???? ?? ??? ?? ?? ?? - ?? ?? (?? ? ???? ?)? ?? ??..."
https://kr.indeed.com/viewjob?jk=bad0f76842269b46,[????] ?AI?RPA??????????????? 10????????...,??????? ????,,"??? ?????? ?????????????????????? ?????? ?Java, PHP, .NET, Python?????????? ??????????????????????? ?RPA????????????????????..."
https://kr.indeed.com/viewjob?jk=d11342cfe074df78,Frontend Developer (Javascript/React),Bepro Company ??,,?? - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=64009d2524ad2a2a,"??? ?? ? ??S/W ??? (C#, Python)",????? ?? ???,"?? 27,000,000? - 33,000,000?","?? ??? 5? ???? [????] - ??S/W ????? ?? ? API ?? ?? - C#, Python ??? ? - 4???? ?? ?? ??? ??? ? - ?? ? ??? ??? ? - ??? ?? ??? ?..."
https://kr.indeed.com/viewjob?jk=483b5c30ed9ccb06,AI/ ????/ ????/ ????/ IoT ? R&D ?? ??,?????? ?? ???,,"?? Python,Scala ??? ???? ?? ???? ???? ?????? ?? - ????? ?? ?? 1? (Java/ Python/C++ ?... ??>????·AI(????)> Python|???·IT·??·???·??..."
https://kr.indeed.com/viewjob?jk=48090bdf1303bd76,??? - ??????,Nexon ?? ???,,? ???? ?? ???? - (??) ??? ?? ? ???? ?? ??? ??? ????? ?? (R or Python) - (??) SQL ?? ?? ?? - (??) Spark? ??? ??? ?? ? ?? ??...
https://kr.indeed.com/viewjob?jk=a02aec8af3bdd4b5,2020? ??????? ???,??????? ?? ???,,"?? : ???, ?? ?? [????] - ???? : ?? ?? - ?????? ? ??? ??? - Python ???? ?? ??? - C++ ?? Java ?? ???? ?? ??? - Linux ?? ??? ???..."
https://kr.indeed.com/viewjob?jk=285996f91e76a862,"NAVER, LINE ??? ??? ??",NIT Service ?? ???,,"???/?? ??? ???????, ?? ? ??? ???? ????? ???? ???/?? ???? V?, ???, ??????????, ??, ?????, ??, ??, ???, N????, ??, ??/????? ??..."
https://kr.indeed.com/viewjob?jk=0a5efb4db4be6fe8,??? ???? / ?? ?? ?? ?? ????,?????? ?? ???,,"?? ??) - ?? ?? ??? ?? ? ?? ?? (IPS, ? ???) - ?? ??? ? ?? ( Python , Bash, PHP, C# ?) 2. ??? ???? - PC, ??? ??? ?????, ?? ???..."
https://kr.indeed.com/viewjob?jk=3e617a8ed7934773,Quant ???? ??,???????? ????,,"???? ??? ?? 3. ???? ? ???? (1)???? -??????? ??, Python, ?? VBA ?? ??? ( Python ??? : Scikit-learn, Keras, Tensorflow ????) (??..."
https://kr.indeed.com/viewjob?jk=05d6f01f9a494a1b,[Robotics] Deep Reinforcement Learning E...,??? ??,,"learning framework ?? ?? ? ROS, ROS2 ? ?? ?? ???? ?? ?? ?? ? Python ?? ?? ?? ? Unity3D, UnrealEngine4 ? 3D ?? ?? ?? ?? ?? ??..."
https://kr.indeed.com/viewjob?jk=8cb97f3b50f56b12,????? ???? ??? ?? ??,????? ?? ????,"?? 2,000,000? - 2,200,000?","?? ?? ?? ???? ???? - ?(?), ??????? ?? ? ?? ?? (php, jsp, python, asp, mysql, mssql) ???? - ? ???? ??, ???? / ???? ?? - ??????..."
https://kr.indeed.com/viewjob?jk=5eb3b5ea1be144c1,[??????] ??? ????,??????? ?? ???,,"3? ??? ? · Java, Python ? ?? ??? ??? ???... ???·??>???????> Python|???·IT·??·???·??>??????>JAVA|???·IT·??·???·??>??????> Python"
https://kr.indeed.com/viewjob?jk=a499df23431130e6,Data Analyst (??-??),?? ??? ??,,"5? ?? - ???? ? ???? ?? ?? ?? - ??? ?? ? ? DB ?? ?? - SQL, Python, R ?? ?? - Data ?? ?? - IT?? ? ??? ?? ??? ?? ?? ?????? ???..."
https://kr.indeed.com/viewjob?jk=99117c90373dd2ee,??? ?? ???? ?? ??,????? 2.8 ?? ???,,"?? ?? ???? : 3? ~ ???? # ?? ?? (AI ?? ?? ??? ??? ????.) - Python, Java ? ?? ??? ????? ??? ?? ?? ? ?? ??? ??? ? - RDBMS ??..."
https://kr.indeed.com/viewjob?jk=6e76f9151e44ad64,[Search] ?? ?? AI ?? ?? ??/????,??? ??,,"?? (REST API/Kafka ??? ?? ) ??? ?? ??? ???? ? ?? · C, Java, Python, Scala ? ?? ??? ??? ?? ?? ? · ? ???? ?? 2 ? ?? ?? ?? ?? ??..."
https://kr.indeed.com/viewjob?jk=9efbfb9ef31b5825,??????? ????,????? ?? ??,,"Service ? S/W Platform ?? ?? - C/C++/ Python ?? ?? ?? - IPC ?? ?? (Shm, Dbus, MQ... learning ???? ??? - Python (C/C++) ?? ??..."
https://kr.indeed.com/viewjob?jk=2b7bc67cebf49cc0,"????, ????(AI) ? ??/?? ???",thecompany ????,,???·??>????·AI(????)>????(AI)|???·IT·??·???·??>????·AI(????)> Python|???·IT·??·???·??>????·AI(????)>????|???·IT·??·???·??>????...
https://kr.indeed.com/viewjob?jk=7db25ada717266e0,[Clova] Clova AI AiCall ??? ????,??? ??,,?? ?? ?? [????] - Python ?? ??? ??? ?? ??... ??? ??? ??? ? MLOps [????] - Kotlin / Python / Go ? ?? ?? ???? ?? ???? ? - ??? ??...
https://kr.indeed.com/viewjob?jk=de567c4b6b588c4c,NAVER IDC ?? ??/??(??),NIT Service ?? ??,,"Web, WAS? ?? ??? System application ?? ?? - Shell script, python ?? ?? - ?? ????? ??? ?? ?? ?? ?? [????] - ??? [????] - ??..."
https://kr.indeed.com/viewjob?jk=25725b3c0e607311,Junior Quant Trader,Byzantine Partners ??,,background is a plus Programming capability is mandatory (i.e. Python) Understanding of machine learning algorithm is a plus...
https://kr.indeed.com/viewjob?jk=feac8a234b715106,??? ?? ?? ??? CONOMI ???? ???,??? ??,,"2 ? ?? ) - ??? ?? ??? ??? ????? ?? (Linux/Shell, C++, Python, TensorFlow, PyTorch ? ) - Production level ? machine learning..."
https://kr.indeed.com/viewjob?jk=5d7b5807c8ce2ad3,[R&D] ?? ??? ??/??,??????? 4.4 ????,,"? - ??, ???? ?? ??? ???? ? - CATIA, Matlab, Minitab, R??, Python ? ?? ???? ? ???? ·??? ??(8/18(?) ~ 8/30(?)) ????('20? 9? ?..."
https://kr.indeed.com/viewjob?jk=0b4078fb9a6ec5ef,??? ????,??????? 4.4 ??,,"BI/DW ? ?? ??? ?? ??? 1? ?? ??? ·Java MapReduce, SQL, Scala, Python ? ??? ?? ?? 1? ?? ??? ·????, ????, ????, DB, ????, ???? ?..."
https://kr.indeed.com/viewjob?jk=b0639123a38a7107,[R&D] ?? ?? ?? ??,??????? 4.4 ????,,"HeadAcoustics, LMS, Audio Precison ? ???? ?? ? ?? ??? - C/C++, Python ? ???? ????? ?? ?? ??? - Protocol ?? DAW, Audio ?? ?..."
https://kr.indeed.com/viewjob?jk=a427468a8c899737,[??????] 2020? ??? ???,?????? ?? ???,,"? ?? ???? ?? ?? - Ansible, Chef, Puppet ? ??? ??? ?? ??? - Python, Ruby, Node.js ? ???? ??? Solutions Architect (AWS ??) (??3..."
https://kr.indeed.com/viewjob?jk=acd5236360359c2f,[Search] AI ?? ??? ?? ???/??? ??,??? ??,,"????] · CS ??? ?? ?? ???? ??? CS ???? ??? ? · Java, Scala, Python, C++, Go ? 1 ? ??? ??? ??? ?? ? [????] · ???? ?? / ??? ???..."
https://kr.indeed.com/viewjob?jk=82a715fa67fdef1b,Robotics Software Engineer - Navigation,Bear Robotics ??,,"fundmentals Solid C++, Python coding 3+... Nice-to-have experiences: Octave/Matlab/ Python data analysis ROS navigation stack..."
https://kr.indeed.com/viewjob?jk=d11342cfe074df78,Frontend Developer (Javascript/React),Bepro Company ??,,?? - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=0c07d097f996104e,?????? ???,?????? ?? ???,,?? ?? ??? ??? ????? - ????/???? 5? ?? ? ???? ??? ??? ? SAS/R/ Python ??? ? ??/???/???? ?? O? ?? (?? ???) ??? ???? - ??/???? ??...
https://kr.indeed.com/viewjob?jk=a358a39da5dfc360,[NAVERxLINE] Global Ad AI Engineer/AI Pl...,??? ??,,"learn, Tensorflow, PyTorch, MXNet ? ???? ????? ?? ?? ???? ? - Python, Java, Scala ? 1? ??? ??? ??? ????? ?? ?? - ?? ??, ?? ?..."
https://kr.indeed.com/viewjob?jk=9b528300e8743fee,??? ?????? (????/Python/R/??????),???????? ?? ???,"?? 34,000,000? - 36,000,000?","?? ? ?? ?? [????] -?????, ?????, ????, (??)??? [????] -R, Python???, ???? ??? ?? ?? ?? [????] -????:???(????-3??) -??:????(3..."
https://kr.indeed.com/viewjob?jk=46eb8394df1e2682,Data Center Technician,Amzn Corporate Services Korea ??,,"vendors · Scripting skills - Bash, Python, Perl, etc. · Project coordination... ???? ?? - Bash, Python, Perl ? ??? · ????..."
https://kr.indeed.com/viewjob?jk=e5ca14de265f7fc9,Data Analyst,????? ??,,"??? ? Business Intelligence ??? ? ???? ??? ?? ?? ?? ????? ??( Python/R, etc)? ???? ??? ??? ???? ? ? ?? ??? ?? ???? ??? ?? ????..."
https://kr.indeed.com/viewjob?jk=857ae30c0bacaa35,Software Engineer,Google 4.3 ??,,"languages, including... limited to: C++, Java, C and Python. Excellent written and verbal communication skills. About..."
https://kr.indeed.com/viewjob?jk=e38ddf92caadc900,?? ?? & IT ???,????? ?? ???,,"??) ? ????? ?? ??? ?? IT??? (SAS, R or Python? ????? ??? ???? ?? ??? ??) ? ???? ???... ?????>iOS|???·IT·??·???·??>???????> Python"
https://kr.indeed.com/viewjob?jk=8693f8e419a62c05,????/AI ??,??????? 4.4 ??,,"Learning, Natural Language Processing ?? ?? ? ??/?? ?? ??? · Python, R, SQL ? ???? ????? ?? ??? ??? ?? ?? ?? : 2020. 08. 20 (?..."
https://kr.indeed.com/viewjob?jk=f29abb07a8f48392,??? ????,RIDI Corp ??,,??? ??? ?? ?? MSA? ?? ???? ??? ? RDBMS? ?? ?? ???? ??? ? Python/Django ?? ??? ??? ? ??? ?? ??? ??? ?? ?? [?? ?? ??] ?? ???...
https://kr.indeed.com/viewjob?jk=ce6747e77c861c46,Data Scientist,Boston Consulting Group 4.2 ??,,"analysis a plus, Programming... scripting exp.: eg. Python, C#, VBA, Java, Perl, etc. Experience in applied analytics..."
https://kr.indeed.com/viewjob?jk=ae042b7756b8eecd,SW engineer intern,Intel 4.1 ??,,"nationals with valid residential status in Korea. - Fluent in Python, shell scripts and C/C++. - Fluent in JavaScript, HTML..."
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[???] ????,Electronic Arts ??,,Maya or 3D Max?? ??? ? ?? ?? - Max script ?? Mel Script? ?? ?? - C# ?? Python ??? ?? ?? ? ?? ?? - ??? ?? ? ?? ?? ???? ?? ??
https://kr.indeed.com/viewjob?jk=e1f5a3b0bd3eabfe,[??? ???? ??] Data Analyst,???? ?? ?? ???,,??·???·??>????·AI(????)>?????|???·IT·??·???·??>????·AI(????)> Python|???·IT·??·???·??>??????·DBA>MySQL|???·IT·??·???·??>??????...
https://kr.indeed.com/viewjob?jk=e4066119c5e9d0da,Security Developer (?? ???) (???),??????? ?? ???,,"??? ?? ??? ?? ? ?? ?? ???? ?? ?? ?? ??? ??/?? ?? ?? ??? ?? ? Python, JAVA, Go ?? ????? ??? ??? ? ?? ?? ??? ??? ??? ?????(SIEM..."
https://kr.indeed.com/viewjob?jk=1d5b945bf847d7ad,AI ?? ?????? ???/??? ?? ???,???? ?? ???,,"Frontend) -Mobx and Mobx State Tree - Python, Django (Backend) -SQL (Postgre ??... Mobx State Tree - Python, Django (Backend..."
https://kr.indeed.com/viewjob?jk=dfcb86f156623e5c,????? ?? ??,???? ????,,??? ?? ? - Unix(Linux) / Windows Script ?? ??? ?? ? - Java / python ?? ??? ??? ? ????? UA??? ??? (??) ?? [????] - ??? ??...
https://kr.indeed.com/viewjob?jk=b79c2ae536063b01,[??????] ??,??? ??,,"Tool Engineer ? Python/C/C++ ?? ?? ?? ?... Design, Debugging Skills ????? ?? ?? ?? ( Python, Bash, etc.) ? Embedded Platform?..."
https://kr.indeed.com/viewjob?jk=8af26b37623864c4,8??? ??? (??/??),8??? ?? ???,,?? ?? ??? ??? ?? ??? ?? ???? ??? ??? ?? ? ?? ?? 1? ?? ???? Python ??? ?? ?? ??? ? ?? ? Linux/Mac ?? ??? ? ??? ??? ?? ???? ???...
https://kr.indeed.com/viewjob?jk=bb76e00964d6cec6,Customer Engagement Specialist,Sanofi 4.1 ??,,"Korean Proficiency in statistical software including R, SAS, or Python is a plus #LI-KR At Sanofi diversity and inclusion..."
https://kr.indeed.com/viewjob?jk=7b982922490c92e5,"??????, ???? ??/?? ???",????? ?? ???,,???·??>????·AI(????)>?????|???·IT·??·???·??>????·AI(????)> Python|???·IT·??·???·??>??????>?????|???·IT·??·???·??>??????>AJAX...
https://kr.indeed.com/viewjob?jk=6560bc80b6b93295,[???IP ????] Reference SW Engineer (Juni...,?????? ??,,????] • script ?? ?? ?? : shell or python • Embedded Linux ?? ?? ?? (BSP) • Multi... ?? ?? : shell or python • Embedded Linux...
https://kr.indeed.com/viewjob?jk=1cf825d234463890,Software Engineer,Electronic Arts ??,,?? ?? ? ??? ??? ? ?? ?? ?? keras... tensorflow ???? python? ??? ?? ?? [ ?? ?? ] Machine Learning ?? ??? ???? ?? (?? ??...
https://kr.indeed.com/viewjob?jk=464ef95516a5fa5c,8??? ?? ???,8??? ?? ???,,"???? - ?? ??? ?? - Python/Django ?? - ??? ??? ?? ??? ?? ?? ?? - ??????? ????? ?? ??... SQL ?? - git flow - python, django ??? ??"
https://kr.indeed.com/viewjob?jk=f3a14b3f8d9e3e12,??? ??????? ???,??? ??,,"info extraction [????] - ?? ?? ? ?? ???? ???? ?? ? ?? ? [ Java, Python, Spring boot/batch/cloud, Kotlin, React, Vue, Node.JS..."
https://kr.indeed.com/viewjob?jk=5ed0334bca0963cb,[Autonomous Driving] Virtual Environment...,??? ??,,"C/C++, Software Design, Debugging Skills ? ???? ?? ?? ?? ( Python, Bash, etc) ? Embedded Platform? System Software ?? ?? ? ??..."
https://kr.indeed.com/viewjob?jk=05e5e5314b49e28f,Data Analytics Specialist,Philip Morris International 4.2 ??,,"BI system using Python • Transfer... Knowledge with hand-on experience on Python, SQL server, MS Power Pivot / Power..."
https://kr.indeed.com/viewjob?jk=8b9c3ab9b6ee6fc7,[??????] 2020? ??? ??(~9/10),?????? ?? ??,,"?? ??? A3-20-17 · ??? ?? ??? ?? ?? ?? - C ?? Python ?? ???? ?? - C ?? Python ?? ?? ?? ?? ?? ?? 1 ????, ???? ?? ??? A3-20-18..."
https://kr.indeed.com/viewjob?jk=7c3e870969914d57,??? ?? ???? Trazy - ??? ??? (Python),????(Trazy) ?? ??,,"???? ??, ????? ??? DB ?? ?? 3. ???? - Python, Django? ??? REST API ?? ?? - DevOps ?... ??·???·??>??????> Python|???·IT·??·???·??..."
https://kr.indeed.com/viewjob?jk=158d61f253f65fb4,2020? ??? ? ?? ??/??,?????? ?? ???,,? ?? ???/?? : ??/???? ?PHP / JAVA / Python ?? ? ??? ??? ??? ??? ????? ? ?AWS(Amazon... Laravel(PHP7+) / Python / Linux / MySQL...
https://kr.indeed.com/viewjob?jk=231878ad9df98dae,"????? ????, C,C++,Python ? ??/?? ???",???? ?? ???,,??·???·??>?????·????>?????|???·IT·??·???·??>??·IT????>S/W ????|???·IT·??·???·??>???????>C·C++|???·IT·??·???·??>???????> Python
https://kr.indeed.com/viewjob?jk=85d495b911ccfb21,[Clova] Cross Platform Python Packaging...,??? ??,,Cross-platform Python Packaging Intern ??... ?????. [??] Cross-platform Python Packaging ?? - Python ????? ?? - ?? & ??? & ???...
https://kr.indeed.com/viewjob?jk=dd3bc9f4c6a3355f,[R&D] ??? ??? ??,??????? 4.4 ????,,?? ??? ??????. ???? - C/Matlab/PSIM/SPICE/OrCAD/Pro-E/CATIA/ Python ??? ???? ? ???? ·??? ??(8/18(?) ~ 8/30(?)) ????('20? 9? ?...
https://kr.indeed.com/viewjob?jk=fb617eeb80ea6fa9,AI/????/???? ?? (?? Pool),LG???? 3.8 ??,,"Science? ?? ??(R/ Python) ? Tool(scikit-learn/Tensorflow ?) ??? . Deep Learning Model ?? ??? . Java, Python?? ???? ??? ?? Data..."
